locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	224512	225820	+	null	Nitrate/nitrite transporter NarK	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	225822	226953	+	null	Predicted metal-dependent hydrolase, TIM-barrel fold	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	227266	228058	-	null	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	228131	228896	-	null	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	229029	229974	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	230428	231304	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	231363	232392	-	null	AraC family transcriptional regulator, transcriptional activator FtrA	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	232518	232929	+	null	Rhodanese-related sulfurtransferase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	233133	233292	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	233294	234227	+	null	Zn-dependent hydrolases, including glyoxylases	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	234546	235917	+	null	Sugar phosphate permease	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	236078	236981	+	null	Threonine/homoserine efflux transporter RhtA	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	237097	237895	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	238014	238962	+	null	transcriptional regulator, AraC family with amidase-like domain	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	238998	239652	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	239661	240882	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	241011	241779	+	null	Predicted dithiol-disulfide oxidoreductase, DUF899 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	241787	242633	+	null	Predicted metal-binding membrane protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	242666	243176	+	null	Uncharacterized conserved protein, DUF1697 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	243274	245014	-	null	carbohydrate ABC transporter substrate-binding protein, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	245116	245398	-	null	Predicted small integral membrane protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	245397	246210	-	null	carbohydrate ABC transporter membrane protein 2, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	246199	247096	-	null	carbohydrate ABC transporter membrane protein 1, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	247092	248217	-	null	carbohydrate ABC transporter ATP-binding protein, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	248203	249298	-	null	carbohydrate ABC transporter ATP-binding protein, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	249651	251586	+	null	diguanylate cyclase/phosphodiesterase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	251640	252084	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	252172	253861	+	null	Predicted phosphohydrolases	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	254011	254452	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	254508	255273	-	null	Enoyl-CoA hydratase/carnithine racemase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	255269	256436	-	null	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	256561	257452	-	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	257765	259079	+	null	Sugar phosphate permease	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	259270	260077	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	260419	260713	+	null	Uncharacterized conserved protein, DUF1330 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	260813	261665	-	null	carbohydrate ABC transporter membrane protein 2, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	261661	262552	-	null	carbohydrate ABC transporter membrane protein 1, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	262756	263989	-	null	carbohydrate ABC transporter substrate-binding protein, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	264322	265096	+	null	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	265123	266206	+	null	carbohydrate ABC transporter ATP-binding protein, CUT1 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	266269	267130	+	null	transcriptional regulator, RpiR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	267134	267980	-	null	transcriptional regulator, IclR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	267976	268834	-	null	transcriptional regulator, IclR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	269110	270070	+	null	Glyoxylase, beta-lactamase superfamily II	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	270143	271862	+	null	3-(3-hydroxy-phenyl)propionate hydroxylase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	271905	272142	+	null	Protein of unknown function (DUF2783)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	272323	273646	+	null	D-galactonate transporter	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	273714	274428	+	null	4'-phosphopantetheinyl transferase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	274585	275824	+	null	Predicted arabinose efflux permease, MFS family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	275854	276283	-	null	transcriptional regulator, AsnC family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	276918	277974	-	null	transcriptional regulator, LacI family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	278172	279198	+	null	tripartite ATP-independent transporter solute receptor, DctP family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	279260	281147	+	null	TRAP transporter, DctM subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	281239	281779	+	null	Catechol 2,3-dioxygenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	281775	283074	+	null	ribulose-bisphosphate carboxylase large chain	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	283070	284462	+	null	Uncharacterized conserved protein YgbK, DUF1537 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	284458	285259	-	null	glucose 1-dehydrogenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	285402	285558	-	null	Protein of unknown function (DUF3309)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	285709	286939	-	null	Predicted arabinose efflux permease, MFS family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	287024	287639	-	null	transcriptional regulator, TetR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	287814	288021	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	288349	288568	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	288876	289404	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	289382	291551	+	null	serine/threonine protein kinase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	291599	293600	-	null	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	293980	294484	+	null	protein of unknown function (DUF4399)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	294531	294963	+	null	protein of unknown function (DUF4399)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	295225	295504	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	295665	297189	+	null	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	297446	300056	+	null	Forkhead associated (FHA) domain, binds pSer, pThr, pTyr	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	300033	301407	+	null	HlyD family secretion protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	301444	302197	+	null	Parvulin-like peptidyl-prolyl isomerase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	302236	305296	+	null	bacteriocin-processing peptidase. Cysteine peptidase. MEROPS family C39	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	305292	306663	+	null	Transcriptional regulator containing GAF, AAA- type ATPase, and DNA binding domains	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	306705	307476	-	null	protein phosphatase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	307481	307769	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	308230	308722	+	null	Lecithin retinol acyltransferase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	308781	309033	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	309029	309908	-	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	310007	310973	+	null	beta-lactamase class A	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	310997	311348	-	null	Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	311352	312825	-	null	circadian clock protein KaiC	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	313253	313778	-	null	transcriptional regulator, MarR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	313819	314866	+	null	farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	314951	316124	+	null	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	316239	316488	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	316793	317111	-	null	protein of unknown function (DUF4148)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	317309	318830	-	null	phospholipase C	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	319126	319990	-	null	NitT/TauT family transport system permease protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	320006	320801	-	null	NitT/TauT family transport system ATP-binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	320838	321858	-	null	NitT/TauT family transport system substrate- binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	322084	322822	+	null	two component transcriptional regulator, winged helix family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	322811	324206	+	null	two-component system, OmpR family, sensor histidine kinase TctE	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	324292	325456	-	null	alcohol dehydrogenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	325452	325761	-	null	Quinol monooxygenase YgiN	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	326059	327064	+	null	Taurine dioxygenase, alpha-ketoglutarate- dependent	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	327424	329653	+	null	isocitrate dehydrogenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	329841	330069	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	330423	331254	-	null	Pimeloyl-ACP methyl ester carboxylesterase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	331405	332299	-	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	332398	333703	+	null	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	333729	335088	+	null	Protein of unknown function (DUF1446)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	335089	335407	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	335443	336154	-	null	transcriptional regulator, GntR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	336568	337900	+	null	Sugar phosphate permease	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	337974	339381	+	null	D-glucarate dehydratase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	339439	340357	+	null	5-dehydro-4-deoxyglucarate dehydratase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	340390	341899	-	null	drug resistance transporter, EmrB/QacA subfamily	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	342293	343916	+	null	methyl-accepting chemotaxis sensory transducer with Cache sensor	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	343967	345551	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	345590	346193	-	null	methylated-DNA-[protein]-cysteine S-methyltransferase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	346419	347799	+	null	serine/threonine protein kinase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	347893	348856	+	null	monosaccharide ABC transporter substrate-binding protein, CUT2 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	348966	350721	-	null	methyl-accepting chemotaxis protein-1, serine sensor receptor	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	351083	352121	+	null	zinc transporter	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	352271	353465	+	null	diguanylate cyclase (GGDEF) domain-containing protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	353530	354382	-	null	uronate dehydrogenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	354548	355541	+	null	transcriptional regulator, LacI family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	355575	356865	-	null	MFS transporter, ACS family, hexuronate transporter	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	357165	359301	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	359307	359568	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	360009	360579	+	null	heat shock protein Hsp20	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	361079	362150	+	null	NitT/TauT family transport system substrate- binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	362183	362999	+	null	NitT/TauT family transport system permease protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	362995	363787	+	null	NitT/TauT family transport system ATP-binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	363799	364504	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	364518	365160	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	365150	365255	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	365332	368932	+	null	urea carboxylase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	368948	370763	+	null	allophanate hydrolase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	370885	371617	-	null	transcriptional regulator, GntR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	372001	373318	+	null	Phenylpropionate dioxygenase, large terminal subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	373372	374809	+	null	L-glutamine synthetase (EC 6.3.1.2)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	374837	375161	+	null	ferredoxin, 2Fe-2S	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	375165	376425	+	null	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	376440	377415	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	377761	378982	+	null	MFS transporter, AAHS family, 4-hydroxybenzoate transporter	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	379178	379730	-	null	protein of unknown function (DUF4863)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	379786	380077	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	380184	381315	+	null	Outer membrane protein (porin)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	381465	382167	+	null	Nitroreductase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	382657	383341	+	null	UTP:GlnB (protein PII) uridylyltransferase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	383355	384198	-	null	Predicted metal-dependent hydrolase, TIM-barrel fold	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	384194	385043	-	null	Sugar phosphate isomerase/epimerase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	385039	385780	-	null	3-oxoacyl-[acyl-carrier protein] reductase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	385812	387129	-	null	MFS transporter, ACS family, D-galactonate transporter	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	387345	388260	+	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	388479	389343	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	389924	390149	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	390438	390642	-	null	cold-shock DNA-binding protein family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	390949	391639	-	null	Threonine/homoserine/homoserine lactone efflux protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	392448	393111	+	null	D-alanyl-D-alanine carboxypeptidase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	393255	393843	-	null	protocatechuate 3,4-dioxygenase, alpha subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	393846	394551	-	null	protocatechuate 3,4-dioxygenase, beta subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	394656	395655	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	395890	397024	+	null	4-hydroxyphenylpyruvate dioxygenase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	397026	397671	-	null	transcriptional regulator, XRE family with cupin sensor	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	398052	398502	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	398644	398878	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	399276	400998	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	401042	401423	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	401550	401844	-	null	protein of unknown function (DUF4148)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	402017	403100	-	null	aldose 1-epimerase (EC 5.1.3.3)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	403134	404358	-	null	transcriptional regulator, AraC family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	404648	405971	+	null	D-xylose isomerase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	406113	407142	+	null	xylose-binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	407222	408782	+	null	xylose ABC transporter ATP-binding protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	408778	409978	+	null	xylose ABC transporter membrane protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	410222	412490	+	null	isoquinoline 1-oxidoreductase, beta subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	412504	412963	+	null	isoquinoline 1-oxidoreductase, alpha subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	412989	413082	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	413185	414778	-	null	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	414774	415791	-	null	RND family efflux transporter, MFP subunit	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	415738	415948	-	null	Protein of unknown function (DUF1656)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	415981	418084	-	null	Uncharacterized membrane protein YccC	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	418090	418636	-	null	transcriptional regulator, MarR family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	418716	420375	-	null	His Kinase A (phospho-acceptor) domain- containing protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	420379	421897	-	null	circadian clock protein KaiC	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	422090	422681	-	null	Broad specificity phosphatase PhoE	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	422897	423119	+	null	Probable cobalt transporter subunit (CbtB)	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	423130	423925	+	null	Uncharacterized membrane protein, predicted cobalt tansporter CbtA	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	424077	424905	-	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	425150	425993	+	null	3-methylfumaryl-CoA hydratase	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	426520	428323	+	null	Uncharacterized conserved protein YfaA, DUF2138 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	428322	429135	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	429131	433940	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	433952	435737	+	null	DUF2300 domain-containing protein YfaQ	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	435733	436618	+	null	Uncharacterized conserved protein YfaP, DUF2135 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	436640	437441	+	null	Uncharacterized conserved protein YfaP, DUF2135 family	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	437721	438114	+	null	hypothetical protein	null	null
ASM38327v1_6	null	1	H281DRAFT_scaffold00006.6	438205	440200	-	null	RNA polymerase, sigma 70 subunit, RpoD	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	2	653	-	null	electron transfer flavoprotein beta subunit	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	890	1688	-	null	D-methionine transport system substrate-binding protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	1702	2356	-	null	D-methionine transport system permease protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	2345	3380	-	null	D-methionine transport system ATP-binding protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	3621	4575	+	null	Lysophospholipase, alpha-beta hydrolase superfamily	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	4540	5341	-	null	Enoyl-CoA hydratase/carnithine racemase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	5396	6371	-	null	Acetoin utilization deacetylase AcuC	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	6526	7765	+	null	membrane-bound lytic murein transglycosylase B	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	7880	8783	-	null	cysteine synthase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	9049	9415	-	null	competence protein ComEA	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	9491	10484	-	null	ADP-glyceromanno-heptose 6-epimerase precursor	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	10625	11645	-	null	D-alpha,beta-D-heptose 7-phosphate 1-kinase (EC 2.7.1.167)	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	11610	13014	-	null	UDPglucose 6-dehydrogenase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	13098	14274	-	null	Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	14344	14638	-	null	Uncharacterized integral membrane protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	14634	15180	-	null	hypothetical protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	15180	15504	-	null	integration host factor subunit beta	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	15605	17339	-	null	SSU ribosomal protein S1P	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	17513	18200	-	null	cytidylate kinase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	18235	19540	-	null	3-phosphoshikimate 1-carboxyvinyltransferase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	19559	20501	-	null	prephenate dehydrogenase (EC 1.3.1.12)	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	20553	21666	-	null	histidinol-phosphate aminotransferase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	21750	22833	-	null	chorismate mutase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	22909	23992	-	null	phosphoserine aminotransferase apoenzyme	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	24286	24889	-	null	hypothetical protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	25010	27599	-	null	DNA gyrase subunit A	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	28134	28782	+	null	OmpA-OmpF porin, OOP family	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	28984	29683	+	null	3-demethylubiquinone-9 3-methyltransferase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	29712	30426	+	null	phosphoglycolate phosphatase	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	31056	32592	-	null	outer membrane protein	null	null
ASM38327v1_7	null	1	H281DRAFT_scaffold00007.7	32584	34687	-	null	ATP-binding cassette, subfamily B, RaxB	null	null
